zipcode,latitude,longitude,room_type,accommodates,bedrooms,price,review_scores_value
,52.369170000000004,4.8754800000000005,Private room,4,2.0,688,100.0
,52.36887,4.87085,Entire home/apt,2,1.0,649,100.0
,52.37172,4.931430000000001,Entire home/apt,2,0.0,332,98.0
,52.35406,4.89098,Entire home/apt,2,0.0,420,94.0
,52.382290000000005,4.84777,Entire home/apt,2,1.0,774,96.0
,52.38487,4.85516,Entire home/apt,4,2.0,1127,90.0
,52.3006,4.98931,Private room,2,1.0,209,88.0
,52.35945,4.860530000000001,Private room,4,2.0,522,96.0
,52.38406,4.889880000000001,Private room,2,1.0,449,95.0
,52.2963,4.9921,Private room,2,1.0,204,94.0
,52.37925,4.88623,Private room,2,1.0,443,88.0
,52.34467,4.90341,Private room,2,1.0,325,95.0
,52.37299,4.88411,Entire home/apt,4,2.0,1352,97.0
,52.32125,4.94575,Entire home/apt,4,2.0,584,100.0
,52.40916,4.90319,Entire home/apt,4,3.0,614,98.0
,52.35666,4.78942,Private room,4,1.0,279,93.0
,52.36325,4.88623,Private room,2,1.0,345,94.0
,52.39782,4.90543,Private room,4,0.0,246,99.0
,52.30713,4.98045,Entire home/apt,3,2.0,522,97.0
,52.3842,4.8390699999999995,Private room,4,0.0,303,80.0
,52.34427,4.86308,Entire home/apt,5,3.0,799,95.0
,52.36353,4.89924,Private room,2,1.0,655,96.0
,52.37301,4.83365,Private room,2,1.0,277,98.0
,52.37426,4.83556,Private room,4,2.0,499,96.0
,52.345729999999996,4.89156,Entire home/apt,4,2.0,492,94.0
,52.36785,4.86382,Private room,2,1.0,442,96.0
,52.34575,5.00683,Private room,2,1.0,203,98.0
,52.36,4.79,Shared room,3,1.0,258,98.0
,52.349759999999996,4.85118,Private room,2,1.0,246,96.0
,52.36122,4.86204,Entire home/apt,4,2.0,670,88.0
,52.376740000000005,4.85021,Entire home/apt,2,1.0,453,85.0
,52.36085,4.86191,Entire home/apt,4,3.0,707,89.0
,52.37252,4.89572,Entire home/apt,4,2.0,1038,99.0
,52.38548,4.88676,Entire home/apt,4,1.0,2501,100.0
,52.36582,4.88589,Private room,2,0.0,400,88.0
,52.36125,4.909330000000001,Private room,2,0.0,408,82.0
,52.36101,4.909590000000001,Private room,2,0.0,408,78.0
,52.376999999999995,4.878,Private room,2,1.0,319,96.0
,52.33918,4.91948,Entire home/apt,4,3.0,817,100.0
,52.37599,4.79853,Entire home/apt,6,3.0,793,92.0
,52.364329999999995,4.88414,Private room,2,1.0,274,90.0
,52.37353,4.88805,Entire home/apt,2,1.0,774,93.0
,52.3099,4.9806,Private room,2,1.0,221,100.0
,52.36457,4.88556,Private room,2,0.0,436,90.0
,52.36267,4.88808,Entire home/apt,3,1.0,975,95.0
,52.35604,4.93637,Entire home/apt,5,3.0,1045,96.0
,52.368,4.874,Private room,4,1.0,607,96.0
,52.35688,4.90917,Private room,2,1.0,314,91.0
,52.368,4.874,Private room,2,1.0,391,86.0
,52.37536,4.89372,Private room,4,1.0,450,98.0
,52.36600000000001,4.855,Private room,2,1.0,182,87.0
,52.366009999999996,4.8807599999999995,Entire home/apt,5,3.0,2458,100.0
,52.37751,4.92214,Entire home/apt,2,1.0,410,91.0
,52.34932,4.89646,Entire home/apt,2,1.0,772,96.0
,52.37887,4.78951,Entire home/apt,4,2.0,415,96.0
,52.36287,4.90002,Entire home/apt,2,1.0,577,97.0
,52.36619,4.87956,Entire home/apt,2,1.0,532,93.0
,52.3664,4.98537,Entire home/apt,4,2.0,553,96.0
,52.36837,4.88167,Entire home/apt,4,3.0,1652,100.0
,52.406690000000005,4.91643,Entire home/apt,2,1.0,283,98.0
,52.3341,4.80439,Private room,4,2.0,348,100.0
,52.37675,4.85801,Entire home/apt,3,2.0,486,95.0
,52.37435,4.90369,Private room,2,1.0,436,98.0
,52.36824,4.85321,Private room,2,1.0,221,93.0
,52.36115,4.90741,Entire home/apt,2,1.0,461,98.0
,52.34713,5.0049,Entire home/apt,4,3.0,553,99.0
,52.318090000000005,4.94193,Entire home/apt,2,1.0,369,93.0
,52.383,4.827,Private room,2,0.0,209,89.0
,52.368759999999995,4.89403,Private room,3,0.0,569,92.0
,52.35761,4.89285,Entire home/apt,4,2.0,1045,94.0
,52.371,4.9,Entire home/apt,2,1.0,489,85.0
,52.38255,4.9161,Private room,2,1.0,240,91.0
,52.3676,4.88518,Entire home/apt,4,2.0,735,89.0
,52.37851,4.84736,Private room,2,1.0,274,96.0
,52.36407,4.88636,Private room,2,1.0,400,95.0
,52.36187,4.93374,Private room,3,1.0,338,86.0
,52.35955,4.78534,Entire home/apt,4,2.0,474,100.0
,52.370459999999994,4.85977,Entire home/apt,2,1.0,535,96.0
,52.3656,4.88585,Private room,2,0.0,436,92.0
,52.38089,4.88732,Entire home/apt,4,2.0,1112,97.0
,52.37542,4.88085,Private room,4,2.0,614,95.0
,52.354820000000004,4.85001,Private room,2,1.0,203,86.0
,52.3528,4.85439,Entire home/apt,2,1.0,430,96.0
,52.31694,4.94234,Private room,2,1.0,243,92.0
,52.36458,4.855119999999999,Private room,2,1.0,278,97.0
,52.34766,4.90341,Private room,2,1.0,356,99.0
,52.37293,4.88729,Private room,3,1.0,555,96.0
,52.34888,4.83576,Entire home/apt,2,1.0,353,96.0
,52.37428,4.8838099999999995,Private room,4,1.0,318,94.0
,52.36534,4.8693,Entire home/apt,2,1.0,369,98.0
,52.37632,4.94043,Private room,4,1.0,774,99.0
,52.35733,4.89078,Entire home/apt,4,1.0,1030,95.0
,52.40775,4.90505,Entire home/apt,4,3.0,327,90.0
,52.35075,4.85085,Private room,2,1.0,300,100.0
,52.32989,4.8808,Entire home/apt,4,2.0,688,91.0
,52.36517,4.93125,Entire home/apt,3,1.0,399,98.0
,52.3542,4.911630000000001,Entire home/apt,2,2.0,363,97.0
,52.3769,4.8768,Private room,2,0.0,350,93.0
,52.36846,4.86843,Entire home/apt,2,1.0,1038,90.0
,52.36957,4.87292,Private room,2,1.0,432,90.0
,52.36912,4.91487,Private room,2,1.0,338,98.0
,52.35575,4.88954,Entire home/apt,4,3.0,1118,95.0
,52.35179,4.9268,Private room,2,0.0,336,92.0
,52.39115,4.87182,Entire home/apt,2,1.0,468,95.0
,52.35457,4.80538,Private room,2,1.0,242,90.0
,52.354,4.894,Entire home/apt,4,2.0,1739,98.0
,52.36542,4.8016,Entire home/apt,2,1.0,369,98.0
,52.35523,4.89581,Private room,2,0.0,347,89.0
,52.35614,4.92598,Private room,4,2.0,418,96.0
,52.38293,4.87309,Entire home/apt,2,1.0,421,95.0
,52.37745,4.87867,Entire home/apt,2,1.0,713,94.0
,52.36401,4.86939,Private room,3,1.0,308,97.0
,52.35414,4.88968,Private room,2,0.0,333,88.0
,52.38177,4.91674,Private room,2,1.0,356,100.0
,52.35927,4.89034,Private room,2,0.0,352,84.0
,52.37413,4.9452,Private room,2,1.0,264,97.0
,52.36,4.862,Private room,2,1.0,344,98.0
,52.37062,4.8539699999999995,Entire home/apt,4,3.0,516,93.0
,52.36325,4.83588,Entire home/apt,6,3.0,492,90.0
,52.37315,4.85911,Entire home/apt,2,1.0,501,100.0
,52.38435,4.88128,Entire home/apt,3,1.0,553,100.0
,52.37137,4.896,Private room,2,1.0,386,96.0
,52.37045,4.89591,Entire home/apt,4,2.0,1137,95.0
,52.345420000000004,5.00769,Private room,2,0.0,268,99.0
,52.402,4.902,Private room,2,1.0,319,99.0
,52.34984,5.00369,Entire home/apt,4,3.0,1210,87.0
,52.360820000000004,4.94081,Entire home/apt,4,2.0,541,89.0
,52.35465,4.88398,Entire home/apt,2,1.0,1045,100.0
,52.419,4.871,Entire home/apt,6,3.0,540,93.0
,52.35136,4.8551400000000005,Entire home/apt,2,1.0,486,100.0
,52.317040000000006,4.98595,Private room,2,1.0,178,96.0
,52.3717,4.89668,Private room,4,2.0,661,95.0
,52.3726,4.89533,Private room,4,4.0,1573,98.0
,52.371159999999996,4.89735,Private room,2,1.0,329,97.0
,52.37781,4.84393,Entire home/apt,2,0.0,436,95.0
,52.35508,4.89877,Entire home/apt,4,1.0,722,96.0
,52.3725,4.86394,Entire home/apt,4,2.0,400,96.0
,52.351240000000004,4.90526,Entire home/apt,2,1.0,602,95.0
,52.31577,4.94785,Private room,4,2.0,319,96.0
,52.35431,4.88359,Entire home/apt,4,2.0,817,89.0
,52.40876,4.93168,Entire home/apt,4,3.0,440,100.0
,52.360490000000006,4.86311,Entire home/apt,3,2.0,547,100.0
,52.36371,4.88679,Entire home/apt,6,4.0,1161,87.0
,52.37812,4.87005,Private room,2,1.0,393,92.0
,52.371109999999994,4.89675,Private room,2,1.0,386,96.0
,52.37106,4.880380000000001,Entire home/apt,2,1.0,541,100.0
,52.36286,4.90645,Entire home/apt,4,2.0,614,99.0
,52.37562,4.82782,Private room,2,1.0,197,84.0
,52.37481,4.8735800000000005,Entire home/apt,5,2.0,784,95.0
,52.364,4.88339,Private room,4,1.0,676,97.0
,52.350590000000004,4.90647,Private room,3,1.0,259,92.0
,52.38787,4.88967,Private room,2,1.0,467,100.0
,52.37539,4.89548,Private room,2,1.0,443,88.0
,52.37507,4.89045,Private room,2,1.0,436,94.0
,52.36612,4.8861300000000005,Private room,2,1.0,473,99.0
,52.37442,4.9126900000000004,Entire home/apt,2,1.0,371,74.0
,52.37485,4.911980000000001,Entire home/apt,2,1.0,299,89.0
,52.325,4.947,Private room,2,1.0,144,81.0
,52.37578,4.84019,Entire home/apt,4,2.0,918,96.0
,52.31102,4.97255,Private room,2,1.0,166,98.0
,52.394,4.91,Entire home/apt,6,3.0,968,95.0
,52.36038,4.8536,Entire home/apt,3,2.0,548,97.0
,52.3638,4.8973,Entire home/apt,2,1.0,637,100.0
,52.35965,4.87915,Entire home/apt,4,2.0,643,98.0
,52.37215,4.89682,Private room,2,1.0,344,98.0
,52.37835,4.88281,Private room,2,1.0,374,98.0
,52.363820000000004,4.9097,Entire home/apt,2,1.0,737,92.0
,52.2915,4.98491,Private room,2,1.0,194,96.0
,52.3614,4.89654,Entire home/apt,4,4.0,2062,98.0
,52.363,4.856,Private room,2,1.0,283,88.0
,52.35333,4.8968300000000005,Entire home/apt,4,3.0,1131,96.0
,52.36534,4.93689,Entire home/apt,2,1.0,670,95.0
,52.33954,4.91716,Private room,2,1.0,234,97.0
,52.34965,4.88828,Entire home/apt,2,1.0,637,98.0
,52.30793,4.97561,Entire home/apt,4,2.0,553,87.0
,52.3685,4.88526,Private room,2,1.0,369,99.0
,52.394,4.91,Entire home/apt,6,1.0,855,100.0
,52.394,4.91,Entire home/apt,4,1.0,676,100.0
,52.31603,4.94428,Private room,2,1.0,243,89.0
,52.36596,4.8862,Private room,2,0.0,392,89.0
,52.366620000000005,4.89452,Entire home/apt,2,2.0,492,92.0
,52.36561,4.88614,Private room,3,0.0,550,83.0
,52.3757,4.89276,Private room,4,1.0,423,90.0
,52.38322,4.88609,Private room,2,1.0,439,95.0
,52.38981,4.8777099999999995,Entire home/apt,2,1.0,369,97.0
,52.35152,4.85463,Entire home/apt,4,2.0,602,96.0
,52.342,4.849,Private room,2,1.0,280,96.0
,52.364709999999995,4.92088,Private room,2,0.0,448,93.0
,52.33435,4.8704,Private room,4,1.0,363,96.0
,52.32278,4.94541,Private room,2,1.0,192,94.0
,52.36891,4.8897,Private room,2,1.0,627,100.0
,52.36600000000001,4.875,Private room,2,1.0,409,100.0
,52.373000000000005,4.9430000000000005,Private room,2,1.0,272,100.0
,52.39655,4.90496,Private room,2,1.0,345,98.0
,52.35875,4.9073,Entire home/apt,2,0.0,387,95.0
,52.37017,4.92432,Private room,4,2.0,737,100.0
,52.3577,4.85188,Entire home/apt,4,3.0,766,95.0
,52.40395,4.90337,Private room,2,1.0,307,99.0
,52.3709,4.8840900000000005,Entire home/apt,4,2.0,1180,100.0
,52.35096,4.920059999999999,Private room,4,2.0,657,73.0
,52.35031,4.9206,Private room,4,2.0,621,95.0
,52.35076,4.92124,Private room,4,2.0,618,93.0
,52.3611,4.8547,Entire home/apt,2,2.0,409,94.0
,52.351000000000006,4.9110000000000005,Private room,3,2.0,508,97.0
,52.37148,4.85342,Entire home/apt,2,1.0,392,90.0
,52.377590000000005,4.89518,Entire home/apt,4,1.0,737,88.0
,52.374390000000005,4.89769,Private room,2,0.0,501,96.0
,52.358259999999994,4.926019999999999,Entire home/apt,4,2.0,700,93.0
,52.37685,4.89392,Private room,2,0.0,400,88.0
,52.35815,4.92623,Private room,2,1.0,301,89.0
,52.35758,4.85803,Entire home/apt,4,3.0,723,76.0
,52.359140000000004,4.85729,Private room,2,1.0,306,81.0
,52.29306,4.9806099999999995,Entire home/apt,4,2.0,678,97.0
,52.36755,4.88028,Entire home/apt,2,0.0,418,94.0
,52.37615,4.8918099999999995,Entire home/apt,2,1.0,483,93.0
,52.3553,4.89339,Entire home/apt,4,2.0,1542,100.0
,52.394,4.91,Entire home/apt,6,2.0,968,97.0
,52.35437,4.89783,Entire home/apt,4,1.0,768,90.0
,52.36458,4.87039,Private room,2,1.0,273,99.0
,52.341770000000004,4.90378,Entire home/apt,4,2.0,624,87.0
,52.38319,4.905819999999999,Entire home/apt,4,3.0,1180,97.0
,52.34158,4.89895,Entire home/apt,3,2.0,602,96.0
,52.34985,4.87961,Private room,2,1.0,359,95.0
,52.353320000000004,4.8762300000000005,Entire home/apt,4,1.0,944,92.0
,52.36958,4.88395,Private room,4,1.0,313,94.0
,52.361999999999995,4.9,Private room,2,1.0,452,99.0
,52.347359999999995,5.00633,Private room,2,0.0,241,92.0
,52.354459999999996,4.9962,Private room,2,1.0,393,100.0
,52.36205,4.86832,Entire home/apt,3,3.0,526,86.0
,52.40631,4.89942,Entire home/apt,4,3.0,704,100.0
,52.34515,4.91403,Entire home/apt,4,2.0,713,97.0
,52.35133,4.84933,Private room,4,2.0,553,100.0
,52.36785,4.88521,Private room,3,0.0,498,100.0
,52.37383,4.89201,Entire home/apt,2,0.0,356,93.0
,52.35588,4.886909999999999,Entire home/apt,4,2.0,1167,98.0
,52.36458,4.88552,Entire home/apt,4,2.0,860,95.0
,52.3813,4.85088,Private room,2,1.0,277,96.0
,52.37423,4.90067,Entire home/apt,5,2.0,1450,100.0
,52.37205,4.87148,Private room,2,1.0,436,92.0
,52.36251,4.88402,Private room,2,1.0,363,98.0
,52.37405,4.8993199999999995,Entire home/apt,6,3.0,1804,94.0
,52.36714,4.88446,Private room,2,0.0,424,100.0
,52.36737,4.88577,Private room,3,0.0,521,86.0
,52.2977,4.99811,Entire home/apt,3,2.0,492,99.0
,52.36695,4.88368,Private room,2,0.0,375,82.0
,52.35123,4.848319999999999,Entire home/apt,2,1.0,719,97.0
,52.35907,4.899030000000001,Private room,2,1.0,301,96.0
,52.37062,4.9126199999999995,Private room,2,1.0,278,97.0
,52.3648,4.88485,Private room,2,1.0,332,96.0
,52.346000000000004,4.817,Private room,2,1.0,229,90.0
,52.38597,4.88713,Entire home/apt,4,3.0,799,98.0
,52.346000000000004,4.817,Private room,2,1.0,229,96.0
,52.30652,4.9765,Private room,2,1.0,239,93.0
,52.3255,4.87746,Private room,2,1.0,301,92.0
,52.35175,4.88846,Private room,3,2.0,577,98.0
,52.341429999999995,4.9035,Entire home/apt,2,1.0,369,98.0
,52.37409,4.871230000000001,Private room,2,1.0,363,94.0
,52.36269,4.88201,Private room,2,1.0,387,99.0
,52.36354,4.88535,Private room,2,1.0,332,99.0
,52.34624,4.87513,Entire home/apt,4,3.0,774,100.0
,52.362809999999996,4.882630000000001,Private room,2,1.0,338,99.0
,52.346790000000006,4.82831,Private room,2,1.0,270,99.0
,52.381,4.859,Private room,2,1.0,280,93.0
,52.3553,4.93789,Entire home/apt,4,4.0,799,98.0
,52.35909,4.8948,Entire home/apt,2,1.0,744,98.0
,52.36735,4.89037,Private room,2,1.0,289,75.0
,52.36868,4.87324,Entire home/apt,2,1.0,385,98.0
,52.372,4.895,Private room,4,1.0,879,88.0
,52.372640000000004,4.89131,Entire home/apt,3,0.0,1567,100.0
,52.37194,4.94942,Private room,2,1.0,614,99.0
,52.382,4.85734,Entire home/apt,2,1.0,338,100.0
,52.3786,4.88018,Entire home/apt,2,1.0,489,93.0
,52.36646,4.8787,Private room,4,2.0,764,94.0
,52.35477,4.99264,Private room,2,1.0,197,94.0
,52.37075,4.89192,Entire home/apt,4,2.0,1045,91.0
,52.34234,4.949319999999999,Entire home/apt,2,1.0,394,90.0
,52.34956,4.849,Entire home/apt,4,2.0,722,96.0
,52.37764,4.89818,Private room,4,1.0,557,82.0
,52.37788,4.8849800000000005,Private room,2,1.0,762,90.0
,52.36339,4.88483,Private room,2,1.0,338,96.0
,52.34576,4.85606,Entire home/apt,4,2.0,891,98.0
,52.362840000000006,4.95995,Private room,4,1.0,411,91.0
,52.376000000000005,4.8839999999999995,Entire home/apt,3,2.0,1429,98.0
,52.349340000000005,5.00974,Private room,2,1.0,176,95.0
,52.3568,4.90108,Private room,2,1.0,280,96.0
,52.398999999999994,4.905,Entire home/apt,2,0.0,387,97.0
,52.36068,4.85569,Entire home/apt,4,1.0,522,100.0
,52.39416,4.946000000000001,Private room,2,1.0,197,92.0
,52.35777,4.90276,Private room,2,1.0,289,98.0
,52.36744,4.871569999999999,Entire home/apt,4,2.0,922,95.0
,52.37688,4.78027,Entire home/apt,4,2.0,363,100.0
,52.37809,4.8949300000000004,Entire home/apt,2,1.0,735,97.0
,52.37965,4.8869,Entire home/apt,2,1.0,393,75.0
,52.37872,4.85711,Entire home/apt,4,3.0,532,92.0
,52.36314,4.9868,Private room,2,1.0,295,100.0
,52.3721,4.9002,Private room,2,0.0,369,87.0
,52.32582,4.98085,Private room,2,1.0,197,90.0
,52.38325,4.88739,Private room,2,1.0,276,93.0
,52.36318,4.94486,Entire home/apt,2,1.0,379,99.0
,52.34941,5.00232,Private room,2,1.0,510,100.0
,52.355340000000005,4.89139,Entire home/apt,4,2.0,700,96.0
,52.36286,4.89313,Private room,2,1.0,381,96.0
,52.35642,4.80314,Private room,2,1.0,209,98.0
,52.37288,4.87605,Entire home/apt,2,1.0,1033,98.0
,52.37793,4.89765,Private room,4,1.0,492,91.0
,52.37485,4.9465900000000005,Private room,2,1.0,285,96.0
,52.373259999999995,4.89749,Private room,2,1.0,325,93.0
,52.37165,4.896,Private room,2,1.0,338,93.0
,52.36589,4.87443,Entire home/apt,5,1.0,1003,97.0
,52.38521,4.87325,Entire home/apt,2,1.0,571,100.0
,52.414320000000004,4.8908,Private room,2,1.0,215,99.0
,52.37131,4.88206,Entire home/apt,2,1.0,971,98.0
,52.36053,4.86916,Private room,2,1.0,405,94.0
,52.38967,4.8872800000000005,Entire home/apt,2,1.0,393,100.0
,52.34538,4.88719,Entire home/apt,4,2.0,909,97.0
,52.3417,4.90275,Entire home/apt,4,2.0,657,100.0
,52.4043,4.9083,Shared room,3,1.0,289,95.0
,52.36381,4.93648,Entire home/apt,2,1.0,393,96.0
,52.35495,4.89118,Entire home/apt,6,3.0,1893,98.0
,52.352270000000004,4.86485,Private room,2,1.0,372,98.0
,52.385740000000006,4.86899,Private room,2,1.0,584,100.0
,52.37669,4.94254,Entire home/apt,4,3.0,613,91.0
,52.40036,4.90094,Private room,2,1.0,349,98.0
,52.356759999999994,4.895490000000001,Private room,3,1.0,306,97.0
,52.352909999999994,4.879919999999999,Private room,2,1.0,276,70.0
,52.37856,4.89572,Entire home/apt,4,2.0,775,89.0
,52.38335,4.852469999999999,Entire home/apt,4,3.0,569,91.0
,52.377590000000005,4.89656,Entire home/apt,2,1.0,489,100.0
,52.35668,4.89173,Entire home/apt,2,1.0,1260,81.0
,52.36788,4.86679,Entire home/apt,2,1.0,498,99.0
,52.37936,4.85621,Entire home/apt,4,2.0,1166,99.0
,52.37281,4.88667,Private room,4,2.0,633,80.0
,52.355959999999996,4.89099,Private room,4,2.0,1073,88.0
,52.36404,4.92569,Private room,2,1.0,255,87.0
,52.34944,4.803669999999999,Private room,2,1.0,338,96.0
,52.31015,5.0007,Private room,2,1.0,221,92.0
,52.31044,5.000719999999999,Private room,2,1.0,253,91.0
,52.3101,4.99907,Private room,2,1.0,253,88.0
,52.31241,5.0004800000000005,Private room,2,1.0,253,95.0
,52.369690000000006,4.876180000000001,Private room,2,0.0,393,90.0
,52.36399,4.88488,Entire home/apt,2,1.0,504,95.0
,52.371140000000004,4.87686,Private room,2,0.0,400,94.0
,52.354459999999996,4.88384,Entire home/apt,4,3.0,1297,98.0
,52.35313,4.90301,Entire home/apt,4,2.0,907,100.0
,52.35693,4.8993400000000005,Private room,2,1.0,344,92.0
,52.373509999999996,4.907369999999999,Private room,4,1.0,539,96.0
,52.37657,4.879580000000001,Entire home/apt,2,1.0,815,99.0
,52.362320000000004,4.932230000000001,Entire home/apt,5,3.0,614,90.0
,52.352959999999996,4.90155,Entire home/apt,4,3.0,1413,88.0
,52.34085,4.89314,Entire home/apt,4,2.0,796,100.0
,52.381890000000006,4.853269999999999,Private room,4,2.0,467,95.0
,52.37032,4.86762,Entire home/apt,2,1.0,347,96.0
,52.36221,4.89764,Private room,2,1.0,344,100.0
,52.397870000000005,4.9417,Entire home/apt,2,1.0,439,96.0
,52.35293,4.86466,Entire home/apt,4,2.0,2058,100.0
,52.31681,4.95584,Private room,2,1.0,276,96.0
,52.36843,4.87225,Entire home/apt,4,0.0,602,94.0
,52.34877,4.806030000000001,Private room,3,1.0,338,97.0
,52.36671,4.85286,Entire home/apt,3,0.0,590,97.0
,52.3555,4.937790000000001,Entire home/apt,3,1.0,424,94.0
,52.36377,4.88248,Private room,2,1.0,430,88.0
,52.36376,4.88673,Private room,2,0.0,411,100.0
,52.36054,4.8935,Entire home/apt,2,1.0,547,96.0
,52.36441,4.88199,Private room,2,1.0,430,88.0
,52.37066,4.87249,Entire home/apt,4,1.0,774,100.0
,52.35801,4.8592,Entire home/apt,4,2.0,577,96.0
,52.38051,4.87493,Private room,3,1.0,793,98.0
,52.373000000000005,4.874,Private room,4,2.0,455,88.0
,52.399409999999996,4.905819999999999,Private room,2,1.0,229,99.0
,52.42337,4.88607,Private room,2,1.0,221,96.0
,52.35775,4.8756699999999995,Private room,2,0.0,405,88.0
,52.35606,4.87596,Private room,2,0.0,405,92.0
,52.40724,4.90083,Entire home/apt,4,3.0,643,93.0
,52.371629999999996,4.86172,Entire home/apt,4,2.0,618,90.0
,52.361999999999995,4.845,Private room,2,1.0,268,97.0
,52.398999999999994,4.921,Entire home/apt,2,1.0,300,100.0
,52.37,4.9110000000000005,Entire home/apt,2,1.0,471,100.0
,52.356,4.905,Entire home/apt,2,1.0,385,100.0
,52.383,4.893,Entire home/apt,2,1.0,428,100.0
,52.375,4.87,Entire home/apt,2,1.0,343,100.0
,52.37,4.865,Entire home/apt,2,1.0,343,99.0
,52.37489,4.892919999999999,Private room,2,1.0,393,94.0
,52.3734,4.858169999999999,Entire home/apt,4,1.0,467,93.0
,52.34993,4.846769999999999,Entire home/apt,2,1.0,418,100.0
,52.3791,4.88842,Entire home/apt,2,1.0,688,100.0
,52.41659,4.8960300000000005,Private room,4,1.0,418,95.0
,52.36549,4.88704,Private room,4,1.0,786,95.0
,52.36505,4.88646,Private room,2,1.0,1008,100.0
,52.369440000000004,4.8495,Private room,2,1.0,264,100.0
,52.37191,4.90961,Private room,4,1.0,552,100.0
,52.342490000000005,4.91504,Entire home/apt,3,3.0,443,94.0
,52.37324,4.87319,Private room,2,1.0,391,100.0
,52.39066,4.8913400000000005,Entire home/apt,4,2.0,1075,95.0
,52.37765,4.7948900000000005,Entire home/apt,2,1.0,307,98.0
,52.35098,4.84415,Entire home/apt,4,2.0,651,91.0
,52.34438,4.86455,Entire home/apt,2,2.0,547,98.0
,52.38362,4.82535,Entire home/apt,4,2.0,676,93.0
,52.37733,4.89533,Private room,2,1.0,322,91.0
,52.35346,4.90209,Entire home/apt,3,1.0,922,100.0
,52.36035,4.824409999999999,Private room,2,1.0,209,97.0
,52.380359999999996,4.88618,Private room,2,0.0,388,99.0
,52.35306,4.93619,Private room,4,2.0,725,97.0
,52.3727,4.86049,Private room,2,1.0,256,97.0
,52.35007,4.89347,Private room,2,1.0,246,98.0
,52.37717,4.87555,Entire home/apt,4,2.0,798,95.0
,52.387,4.914,Entire home/apt,2,1.0,300,93.0
,52.38776,4.8825400000000005,Entire home/apt,4,2.0,651,65.0
,52.36902,4.83758,Private room,2,1.0,528,47.0
,52.3962,4.91686,Private room,2,1.0,254,93.0
,52.395,4.992,Private room,3,1.0,177,92.0
,52.37337,4.90644,Entire home/apt,4,1.0,576,85.0
,52.360859999999995,4.88101,Entire home/apt,4,2.0,1290,100.0
,52.355990000000006,4.785909999999999,Private room,2,1.0,145,85.0
,52.37209,4.87401,Entire home/apt,2,1.0,501,95.0
,52.36525,4.8847,Entire home/apt,2,1.0,468,100.0
,52.37578,4.89035,Private room,2,1.0,460,100.0
,52.37507,4.83995,Entire home/apt,2,1.0,406,100.0
,52.363859999999995,4.8762099999999995,Entire home/apt,2,1.0,624,97.0
,52.350229999999996,4.8465300000000004,Entire home/apt,3,3.0,504,100.0
,52.36294,4.85311,Entire home/apt,4,2.0,768,98.0
,52.36523,4.94336,Private room,2,1.0,306,93.0
,52.38325,4.87421,Entire home/apt,2,0.0,498,97.0
,52.383559999999996,4.88776,Private room,4,1.0,325,88.0
,52.352,4.89625,Entire home/apt,4,2.0,737,96.0
,52.35504,4.9086,Private room,2,1.0,288,98.0
,52.34778,4.91085,Entire home/apt,3,3.0,953,100.0
,52.34271,4.79129,Private room,2,1.0,254,100.0
,52.37412,4.85279,Private room,2,1.0,251,96.0
,52.3475,4.86081,Entire home/apt,2,1.0,379,99.0
,52.37952,4.96847,Private room,3,1.0,205,85.0
,52.37103,4.88566,Entire home/apt,4,2.0,1260,92.0
,52.36401,4.86032,Private room,2,1.0,258,94.0
,52.35836,4.992380000000001,Entire home/apt,2,0.0,289,90.0
,52.38361,4.873530000000001,Entire home/apt,2,1.0,376,80.0
,52.36765,4.884469999999999,Private room,2,0.0,371,78.0
,52.35926,4.99559,Entire home/apt,6,3.0,958,96.0
,52.34605,4.821619999999999,Entire home/apt,2,1.0,197,94.0
,52.37191,4.86417,Private room,2,1.0,370,96.0
,52.36318,4.9246300000000005,Private room,2,1.0,280,95.0
,52.36034,4.8667300000000004,Private room,4,1.0,815,86.0
,52.35705,4.91918,Entire home/apt,4,2.0,786,100.0
,52.376000000000005,4.946000000000001,Private room,2,1.0,313,100.0
,52.38523,4.8902,Entire home/apt,5,2.0,790,93.0
,52.4003,4.9196,Entire home/apt,2,0.0,356,96.0
,52.369440000000004,4.93142,Private room,2,1.0,276,93.0
,52.35464,4.78555,Private room,4,1.0,145,80.0
,52.37335,4.89299,Entire home/apt,4,2.0,995,84.0
,52.3648,4.88499,Entire home/apt,4,2.0,1020,100.0
,52.36708,4.89041,Private room,2,0.0,364,95.0
,52.2911,4.96865,Private room,4,1.0,295,94.0
,52.35265,4.897419999999999,Entire home/apt,4,2.0,639,96.0
,52.35277,4.93774,Private room,2,1.0,367,100.0
,52.352140000000006,4.93614,Private room,2,1.0,363,99.0
,52.3801,4.8704,Entire home/apt,2,0.0,504,100.0
,52.38179,4.85157,Entire home/apt,4,2.0,692,93.0
,52.2972,4.97645,Entire home/apt,2,1.0,363,92.0
,52.34155,4.90359,Private room,2,1.0,202,95.0
,52.35455,4.878430000000001,Private room,2,1.0,330,99.0
,52.40142,4.90126,Private room,4,1.0,573,96.0
,52.35653,4.85115,Entire home/apt,2,1.0,425,98.0
,52.35268,4.9118900000000005,Entire home/apt,2,1.0,651,97.0
,52.353590000000004,4.89522,Entire home/apt,2,1.0,363,80.0
,52.36032,4.91394,Entire home/apt,3,1.0,424,90.0
,52.371,4.912,Private room,4,1.0,541,95.0
